698433408_60	what avleen
698433409_0	i want anoth slice wtf andrea bye im done with michael
698433409_1	huke lem i liter just saw this
698433409_2	whayr the fuck is thsi
698433409_3	kendrl
698433409_4	ou mt dick
698433409_5	odh ka
698433409_6	michalf
698433409_7	im ded
698433409_8	holyt shot
698433409_9	what the fuck i cnat breatxj
698433409_10	guitar cam
698433409_11	holi fuck ball michael
698433409_12	jesu mychaekjulia smith
698433409_13	michael
698433409_14	calum hood
698433409_15	fuck shit god dammit
698433409_16	omgggg what the shitttt
698433409_17	karina
698433409_18	ballz
698433409_19	cool kid cheyenn veri import
698433409_20	isi berger
698433409_21	you know what okay maria style this
698433409_22	amim svewjqunt
698433409_23	holi shit
698433410	rip paul walker love scene #fastandfuri #movi #love #actor
698433410_0	riiic
698433410_1	fast furious
698433410_2	rebekah stoke alicia stoke
698433410_3	rip paul walker
698433410_4	ride die
698433410_5	to bad hes gone da best
698433410_6	rest peac
698433410_7	he still aliv well
698433410_8	if one day speed kill i spill
698433410_9	smirk
698433410_10	look internet search paul walker death fake real
698433410_11	if make anoth fast furious neaver without paul walker
698433410_12	in love memori paul walker rip
698433410_13	man i hate die
698433410_14	it wont
698433410_15	whi die he favorit actor
698433410_16	hot sexi i love i wont see anymor
698433410_17	he made part movi best part movi
698433410_18	im sad die
698433411	choos phone name w ray cook #blackberri #black #barri
698433411_0	lol
698433411_1	lmfao
698433411_3	so geniu
698433411_4	ha
698433411_5	check cover itd mean lot revin followeddoubl hit
698433411_6	haha omg im die
698433411_7	done
698433411_8	danni de la garza
698433411_9	hahah damn funni
698433411_10	hah
698433411_11	wow i see probabl thought
698433411_12	he look like black hay grier
698433411_13	juliana uson
698433411_14	wow
698433411_15	juliana uson
698433411_16	ethancopeland dingleberri
698433411_17	my favorit
698433411_18	lmfao
698433412	that face make hear someth fall dont see think go hit
698433412_0	nice vine can pleas check mine and mayb follow
698433412_1	shelbi sharp
698433412_2	omg fuck hilari
698433412_3	alexi baca andrew baca michael baca
698433412_4	lmao true
698433412_5	tay6
698433412_6	jade mcvey
698433412_7	torren battl
698433412_8	aprilfool
698433412_9	hahahaha robin castor robin paulsson fatima demir
698433412_10	meghan sweatt lmfao
698433412_11	bomfl jada robinson waay
698433412_12	lml ceriyah jaela cooper
698433412_13	elitelifekd ryeinn lmao thought funni nigga wtf light skin comedi make drake look like hard rapper
698433412_14	elitelifekd ryeinn i told get nigha i enough hi corni ass vine big ass nose
698433412_15	elitelifekd ryeinn daniel bensonthi ebola nose ass nigga think hes funni vine 4yr famous yet y
698433412_16	but u beat assfuck pussi ill nut ya mom eye make bitch go blindth don
698433412_17	tri get respond nigga u prolli orphan shit look attentionth don
698433412_18	cant even take ya punk ass serious the don
698433412_19	iight shit pussi u dismissget tf fuck commentsth don
698433412_20	elitelifekd daniel benson ryeinn lmfao repli hate comment i know i skin ur ass
698433412_21	elitelifekd daniel benson ryeinn im done nigga i tri follow yuh bum ass i stumbl upon
698433412_22	elitelifekd ryeinn daniel benson vine home i get sad mad time like fuck vin
698433412_23	lol naa fuck nigga u irrelev let u know wassupbut dont expect respons anymoreth don
698433412_24	trip streetman
698433412_25	elitelifekd ryeinn daniel benson dont repli ass nigga im leavin win anyway hold gigant l
698433412_26	qveen kayi
698433412_27	true
698433412_28	alexi perez
698433412_29	deelightt
698433412_30	djphatthugz
698433412_31	chika aga simbast adina
698433412_32	this
698433412_33	mijha
698433412_34	did see vine i tag
698433412_35	julien turner
698433412_36	ashonti moor
698433412_37	saig honig keith averi
698433412_38	didnt jus hit u
698433412_39	barten
698433412_40	lmaoooooooooooo i love u
698433412_41	bertha nohemi lmao
698433412_42	rickiya lashai
698433412_43	u funni joe
698433412_44	meisha burton
698433412_45	taymari
698433412_46	nyaa nicol lmfao i cant breath
698433412_47	dymonoverrubi
698433412_48	joshatticus
698433412_49	decemb veri own omggg
698433412_50	chaz william
698433412_51	noni ghani
698433412_52	thomas31285
698433412_53	laylak
698433412_54	paiton reid
698433412_55	brittani
698433412_56	tpain
698433412_57	paig
698433412_58	omg i wish realli knew made night like im cri real fuck tear
698433412_59	im glad i could veeeeee
698433412_60	mink
698433412_61	elitelifekd i laugh 22min
698433412_62	whi i laugh hard his love
698433412_63	im laugh way harder i myah hancock
698433412_64	omgg yaasssss sophi pringl
698433412_65	exoticrasta
698433412_66	nemo53
698433412_67	katelyn herring
698433412_68	yes
698433412_69	hoop
698433412_70	paola af
698433412_71	brittani wijesekera
698433412_72	rcki jtson
698433413	happi halloween
698433413_0	#harri #harrystyl #harryedit #harryedit #harrystylesedit #harrystylesedit #loui #louistomlinson #louisedit
698433413_1	#louisedit #louistomlinsonedit #louistomlinsonedit #larri #larrystylinson #larryshipp #larryshipp #larryedit
698433413_2	#larryedit #louisandharri #harryandloui #demonharri #demonharrystyl #demonlarri #demonloui #onedirect #1d
698433413_3	haha i tweet peopl tweet halloween larri vine edit show
698433413_4	oop lexi haha know id one though
698433413_5	payneful
698433413_6	lydia newman
698433413_7	ohmmi
698433413_8	oh god come night mare
698433413_9	charg edit lol
698433413_10	my feel omg dkdjdwk
698433413_11	yessss
698433413_12	zoe dunlap bryn domi hiss
698433413_13	logan kinchen omfg
698433413_14	hey love edit check mine
698433413_15	omgm the loui clip at the end ghevfi k
698433413_16	aminakoyim korktum cansusancak
698433413_17	clariss wtf
698433413_18	i made edit
698433413_19	irem oha cok guzeeeeeeel arkadaki ses uzdu glee izlemedigin icin uzgunum nys
698433413_20	i made edit
698433413_22	heleng
698433413_23	carmen read
698433413_24	mari grace creepi fuck im scare sleep lie
698433413_25	i cant sleep
698433413_26	angelica
698433413_27	love
698433413_28	i need write book shit fanofmanyband
698433413_29	this is so good
698433413_30	i made bad choic watch 1129 pm
698433413_31	omg imma gonna get nightmar tonight ei won peaceoutnando
698433413_33	sammi hood wtf
698433413_34	cassidi brigg nightmar
698433413_35	ah song skskx
698433413_36	this scare fuck idk lol gillian harvey #creepi
698433413_37	where heard feel mad dont remeb
698433413_38	i need fanfic
698433414	heather weather part 1 #heatherashley #heatherwiththeweath
698433414_0	first
698433414_1	heather ashley if dont vine charli classic take crap ball #payback #nohomo
698433414_2	haha #noshameinhisgam drew morri
698433414_3	sound right i could imagin hes hard embarrass
698433414_4	i need come someth realli good sure #charlieclassicpayback
698433414_5	heather ashley omgg
698433414_6	i love tit
698433414_7	you new meteorologist ktla someth heather weather that perfect ur cute
698433414_8	ibrahim tukruni
698433414_9	haha i realli thank una diana
698433414_10	lol u funni
698433414_11	daaaaaaaaaaaaaaaang girl need follow
698433414_12	krysten
698433414_13	fake boob bra necessari
698433414_14	follow
698433414_15	i wanna collab heather ashley
698433414_16	charli classic
698433414_17	cocain blunt u tag
698433415	my first time sing on vine #sing #beautifulvoic #fyv #nickscal #morecominglat
698433415_1	alana e
698433415_4	dallasj brookeclark
698433415_5	well damn
698433415_6	cut shit
698433415_7	im mad lmfao
698433415_9	lmmfao the background
698433415_10	omg nigga u stupid 1
698433415_11	tht background tho
698433415_12	fuuuuuuuuuuuuuuck
698433415_14	i liter lol
698433415_15	you know fuck lmao
698433415_17	yes
698433415_18	i cant deal
698433415_19	yes daniel dizzl lmao
698433415_20	icejjfish leshia
698433415_21	lmfao whose nigga back i cant deal
698433415_23	yo bgvs point
698433415_24	lmao
698433415_25	haaaaaaaaaaaaaaa this hilariousnick scale
698433415_26	msbossthebeauti
698433415_27	ceana l lmfaooo
698433415_28	look up icejjk
698433415_29	cri nigga background
698433415_30	bol
698433415_31	im mad know word shit lol
698433415_32	dead
698433415_34	lol
698433415_35	icejjfish lmao
698433415_37	madison dorato
698433415_39	@fdb
698433415_42	lmfaooo
698433415_43	ahhahahaa
698433415_45	alexxthegoblin
698433415_46	had think u realli sing lol
698433415_47	i hate penni tration revinen lol know i hate nigga
698433415_49	on floor ctfu
698433415_50	icejjfishon floor
698433415_51	lmfao
698433415_52	lmao
698433415_53	jessica harri
698433415_54	lmaoooo alli bhandari
698433415_55	coderedd everi time i tri sing
698433415_56	tyra rachell
698433415_57	ace
698433415_59	chandler peral
698433415_60	omg hes imit guy briana dale
698433415_62	the background tho
698433415_63	luvlychani
698433415_64	jasmin
698433415_65	omg hilari
698433415_66	charleeflow
698433415_67	lmfaoooooooo
698433415_68	nigga in da background i cant
698433415_69	lmmfaoooooo origin nigga cool shit hilari
698433415_70	ryalrebel
698433415_72	lol shit world star w dude lamoo
698433415_73	i cant breath
698433415_75	leonard hearn here one im tryna find real obe
698433415_76	@pookiejayi
698433415_77	pookiejayi
698433415_79	cristen ruth
698433415_80	shesthebomb
698433415_81	random voic background kankou
698433415_82	lmfaooo u fuckin fool
698433415_83	fivefour
698433415_84	this funniest shit everrrrrrrrr u sound like
698433415_85	summerella i love shit
698433415_86	nick scale
698433415_87	pretti pretti
698433415_90	deaaad
698433415_91	malcolm cohen
698433415_92	beauti voic inde go
698433415_93	savag taj
698433415_94	jordanclark it hot bun nigga
698433415_95	on top yo hot bun fat gleesh
698433415_96	tateana
698433415_97	what name video
698433415_98	chloeee this one i saw first
698433415_99	icejjfish cover
698433415_100	in tearsssss
698433415_101	do twitter
698433415_102	who sing
698433415_103	yeah imaacc mika
698433415_104	ty i jus follow
698433415_105	nigga
698433415_106	lol wth big pip
698433415_108	i watchin nigga
698433415_109	twan d hussla
698433415_110	lmaooo yall stupid
698433415_111	lmaoooooooooooooo
698433415_112	big pip lol
698433415_113	captainclutch im weak lol
698433415_114	big pip i seen shit i i cri fam
698433415_116	my song pretti pretti
698433415_117	im still dead that nigga background
698433415_118	lmao that video die
698433415_119	beautifulway
698433415_120	g i almost faint lmaooo
698433415_121	lmao
698433416	learn #hoodrank
698433416_0	you better look make sure clean stop nasti booti ass
698433416_1	damn i gon say shit
698433416_3	my name j word
698433416_4	lmfao
698433416_5	chandre
698433416_6	acharia nelson real shit thou cuz i think thing morn
698433416_7	taylaranay omg kill
698433416_8	moriah roth
698433416_9	lorddavenport taylor ray
698433416_10	chick
698433416_11	you tellin ya self
698433416_12	yep lol mont v 13
698433416_13	awl lawd
698433416_14	bruh jamaria
698433416_16	to make sho u aint got dat liter
698433416_17	cameron robinson you lol
698433416_18	krkrkrkrkr emmanuel richard
698433416_19	see much wipe u gotta
698433416_20	im dead
698433416_26	if dont look like skid mark yo draw
698433416_27	sevich dmanchi notsofamousamo
698433416_28	proof read
698433416_29	lmfaoooooooo
698433416_30	still crack
698433416_31	lmfao my name j
698433416_33	deja comment
698433416_34	how know white peopl whipe azz
698433416_35	niesjez i said lol
698433416_36	cudn duke lmao probabl reason eat booger #fact
698433416_37	check much gotta wipeand make sure bloodi
698433416_39	to check done dough #givemethatneak
698433416_40	right
698433416_41	i idk habit guess lol lol shit
698433417	the craziest thing i ever seen auburn beat alabama last second field goal return wow #footbal #sport #amaz
698433417_0	nick saben dumbass put redshirt freshman
698433417_1	that great game alabama longer undef
698433417_2	cade foster suck dick alabama start fg kicker
698433417_3	wow havent realiz weird feel watch one vine without music
698433417_4	haha @magnus h
698433417_5	that boss
698433417_6	caiti eigenbrod
698433417_7	nick let alabama knee could go overtim
698433417_8	morgan froeb sad moment
698433417_9	whitney hollifield told
698433417_10	no
698433417_11	war damn eagl
698433417_12	number nine
698433417_13	they shouldnt put much pressur new kicker
698433417_14	watch
698433417_15	watch happen
698433417_16	war eagl
698433417_17	i know could alabama first
698433417_18	ryan brosnan 14
698433417_19	war eagl
698433417_20	watch happen live
698433417_21	kara summerford harri parker insan
698433417_22	i follow back follow
698433417_23	alabama still best aurbun got lucki still donkey roll tide roll
698433417_24	thon p kind person piss that luck that complet skill shut fuck
698433417_25	thon p luck shit
698433417_26	you suck al rock
698433417_27	f u
698433417_28	gregori tretheway your lame ass shit dude your come vine take pissi ass somewher els fuck boy
698433417_29	go auburn
698433417_30	go auburn
698433417_31	step
698433417_32	lol look number nine fck alabama
698433417_33	jk
698433417_34	forget alabama
698433417_35	number nine said im stoner im stoner im stoner
698433417_36	mark bodner
698433417_37	he stepe bound
698433417_38	it great
698433417_39	that last night game and almost step bound
698433417_40	realli best play time
698433417_41	i sad bama fan
698433417_42	that amaz so close step bound
